Date,Hospital_ID,Hospital_Name,City,State,Disease_Type,Season,Patient_Count,ICU_Required,Beds_Required,Available_Beds,Oxygen_Cylinders_Required,Doctors_Required,Nurses_Required,Ventilators_Required,Medicine_1,Medicine_2,Medicine_3,Medicine_Units_Required,Occupancy_Rate,Emergency_Level
2024-08-29,1077,"White, Cooper and Norris Hospital",North Kellyfurt,North Carolina,COVID,Rainy,241,31,165,262,59,23,38,13,Remdesivir,Paracetamol,Oxygen Support,964,62.98,LOW
2024-08-30,1092,"Nunez, Roberts and Stone Hospital",New Amandachester,Colorado,COVID,Winter,64,13,54,534,16,6,18,7,Remdesivir,Paracetamol,Oxygen Support,256,10.11,LOW
2024-08-31,1087,Johnston Inc Hospital,New Angelaberg,Iowa,Dengue,Rainy,492,55,384,172,123,30,115,41,ORS,Platelets,Paracetamol,2460,223.26,HIGH
2024-09-01,1027,"Smith, Cross and Rodriguez Hospital",Kimport,Kentucky,Dengue,Winter,484,100,303,158,125,37,132,40,ORS,Platelets,Paracetamol,1452,191.77,HIGH
2024-09-02,1004,Hogan Ltd Hospital,Port Donald,New Mexico,Flu,Rainy,62,11,39,135,21,4,13,3,Paracetamol,Azithromycin,Vitamin C,310,28.89,LOW
2024-09-03,1035,Fuller LLC Hospital,East Michelle,Alabama,Dengue,Summer,474,79,366,242,152,54,101,44,ORS,Platelets,Paracetamol,1422,151.24,HIGH
2024-09-04,1035,Herrera Ltd Hospital,Hillborough,Ohio,Malaria,Rainy,383,63,294,463,142,38,65,27,Chloroquine,Artemisinin,Primaquine,1532,63.5,LOW
2024-09-05,1034,Carlson-Martinez Hospital,Rogersfort,Maryland,Dengue,Winter,59,6,39,494,12,6,14,2,ORS,Platelets,Paracetamol,295,7.89,LOW
2024-09-06,1009,Cooper-Gonzales Hospital,Lake Joshua,Washington,COVID,Rainy,393,93,347,169,163,38,101,56,Remdesivir,Paracetamol,Oxygen Support,786,205.33,HIGH
2024-09-07,1064,"Walker, Chung and Nelson Hospital",Smithport,California,Dengue,Summer,385,92,300,314,129,44,91,62,ORS,Platelets,Paracetamol,1925,95.54,HIGH
2024-09-08,1031,"Miller, Garner and Robinson Hospital",Lake Grantfurt,North Carolina,Flu,Summer,364,37,273,600,164,33,101,15,Paracetamol,Azithromycin,Vitamin C,1456,45.5,LOW
2024-09-09,1018,Rogers LLC Hospital,Christinestad,Connecticut,COVID,Summer,217,49,165,107,90,10,55,31,Remdesivir,Paracetamol,Oxygen Support,434,154.21,HIGH
2024-09-10,1017,Gomez-Wilson Hospital,Christopherside,Iowa,COVID,Winter,379,52,350,315,89,33,57,39,Remdesivir,Paracetamol,Oxygen Support,758,111.11,HIGH
2024-09-11,1007,Hooper-Wood Hospital,Christopherland,Minnesota,Typhoid,Rainy,471,116,373,439,179,45,132,89,Ciprofloxacin,Azithromycin,ORS,2355,84.97,MEDIUM
2024-09-12,1031,Young and Sons Hospital,East Sarah,Florida,Pneumonia,Rainy,234,44,158,206,102,22,65,26,Amoxicillin,Azithromycin,Cough Syrup,468,76.7,MEDIUM
2024-09-13,1030,Neal-Steele Hospital,Strongmouth,South Dakota,Typhoid,Winter,416,100,348,594,108,33,63,58,Ciprofloxacin,Azithromycin,ORS,1248,58.59,LOW
2024-09-14,1029,"Ball, Reyes and Zimmerman Hospital",New Emmaburgh,Michigan,Dengue,Winter,482,120,409,397,126,54,131,83,ORS,Platelets,Paracetamol,1928,103.02,HIGH
2024-09-15,1019,"Moses, Miller and Clarke Hospital",New Danielstad,Iowa,Malaria,Rainy,425,101,293,446,155,21,71,47,Chloroquine,Artemisinin,Primaquine,1700,65.7,MEDIUM
2024-09-16,1077,Fritz Group Hospital,East Lisafurt,Montana,Typhoid,Winter,200,49,171,225,94,10,49,28,Ciprofloxacin,Azithromycin,ORS,800,76.0,MEDIUM
2024-09-17,1090,"Salazar, Glass and Holmes Hospital",East Johnmouth,Massachusetts,Typhoid,Rainy,192,27,168,364,83,10,35,19,Ciprofloxacin,Azithromycin,ORS,384,46.15,LOW
2024-09-18,1055,Forbes-White Hospital,South Kathleen,Utah,Dengue,Winter,78,12,73,250,19,7,22,4,ORS,Platelets,Paracetamol,234,29.2,LOW
2024-09-19,1069,"Rocha, Harper and Lopez Hospital",Marquezburgh,Louisiana,Malaria,Summer,75,17,65,512,35,4,18,13,Chloroquine,Artemisinin,Primaquine,375,12.7,LOW
2024-09-20,1025,Garcia LLC Hospital,South Colleenshire,South Carolina,Typhoid,Rainy,194,20,133,268,50,19,35,14,Ciprofloxacin,Azithromycin,ORS,388,49.63,LOW
2024-09-21,1037,Robinson-Romero Hospital,Harriston,New Mexico,Dengue,Summer,90,10,55,164,40,6,15,7,ORS,Platelets,Paracetamol,360,33.54,LOW
2024-09-22,1096,"Parks, Nguyen and Lopez Hospital",Robertside,South Dakota,Dengue,Summer,290,36,270,238,116,14,79,16,ORS,Platelets,Paracetamol,1450,113.45,HIGH
2024-09-23,1002,"Christensen, White and Randolph Hospital",Piercechester,Georgia,Pneumonia,Winter,498,117,405,477,193,56,75,48,Amoxicillin,Azithromycin,Cough Syrup,2490,84.91,MEDIUM
2024-09-24,1068,"Jensen, Fry and Fields Hospital",Josephberg,Connecticut,Pneumonia,Winter,76,12,62,102,18,6,20,8,Amoxicillin,Azithromycin,Cough Syrup,228,60.78,LOW
2024-09-25,1033,Campbell and Sons Hospital,Amandashire,Virginia,Malaria,Winter,192,19,157,261,89,22,53,15,Chloroquine,Artemisinin,Primaquine,768,60.15,LOW
2024-09-26,1053,"Wise, Mills and Davila Hospital",Terrimouth,Missouri,Pneumonia,Rainy,119,11,100,367,26,7,31,6,Amoxicillin,Azithromycin,Cough Syrup,595,27.25,LOW
2024-09-27,1019,"Castro, Evans and Hatfield Hospital",Donaldview,Texas,Dengue,Rainy,496,50,448,444,127,52,119,20,ORS,Platelets,Paracetamol,1488,100.9,HIGH
2024-09-28,1011,"Caldwell, Bryant and Henderson Hospital",New Meganfurt,North Carolina,Pneumonia,Summer,107,12,88,506,35,10,31,7,Amoxicillin,Azithromycin,Cough Syrup,321,17.39,LOW
2024-09-29,1036,Sherman-Wilson Hospital,New Brendabury,South Dakota,COVID,Winter,402,72,328,383,185,22,116,28,Remdesivir,Paracetamol,Oxygen Support,2010,85.64,HIGH
2024-09-30,1097,"Lewis, Rice and Heath Hospital",South Kayla,Michigan,Pneumonia,Winter,109,26,72,487,48,5,29,17,Amoxicillin,Azithromycin,Cough Syrup,545,14.78,LOW
2024-10-01,1008,Cardenas and Sons Hospital,Christophershire,Idaho,Pneumonia,Rainy,277,22,191,145,91,17,81,16,Amoxicillin,Azithromycin,Cough Syrup,1108,131.72,HIGH
2024-10-02,1044,"Frazier, Cannon and Little Hospital",East Gregory,Virginia,Dengue,Summer,362,43,260,428,106,42,59,27,ORS,Platelets,Paracetamol,1810,60.75,LOW
2024-10-03,1093,"Prince, Davis and Short Hospital",Port Brandy,North Carolina,Flu,Rainy,325,56,284,579,138,16,83,29,Paracetamol,Azithromycin,Vitamin C,1300,49.05,LOW
2024-10-04,1031,Manning-Newton Hospital,North Ana,Virginia,Flu,Summer,103,10,86,553,24,9,25,3,Paracetamol,Azithromycin,Vitamin C,412,15.55,LOW
2024-10-05,1003,"Murray, Logan and Christensen Hospital",Port Jessica,Virginia,Pneumonia,Rainy,191,35,120,334,45,17,31,16,Amoxicillin,Azithromycin,Cough Syrup,764,35.93,LOW
2024-10-06,1033,Williams and Sons Hospital,North Kevinton,Idaho,Flu,Winter,387,40,296,458,124,30,115,15,Paracetamol,Azithromycin,Vitamin C,774,64.63,LOW
2024-10-07,1003,Kirby and Sons Hospital,Port Cassandrabury,Ohio,Dengue,Rainy,58,5,49,232,14,6,14,2,ORS,Platelets,Paracetamol,116,21.12,LOW
2024-10-08,1039,Perez and Sons Hospital,North Mary,Michigan,Dengue,Winter,483,108,391,415,175,56,138,70,ORS,Platelets,Paracetamol,2415,94.22,HIGH
2024-10-09,1030,White-Stone Hospital,Saraport,Alabama,Pneumonia,Summer,250,53,195,135,86,16,39,26,Amoxicillin,Azithromycin,Cough Syrup,750,144.44,HIGH
2024-10-10,1009,"Rodriguez, Peterson and Smith Hospital",West Anne,Hawaii,Typhoid,Summer,323,53,263,206,113,33,74,33,Ciprofloxacin,Azithromycin,ORS,1292,127.67,HIGH
2024-10-11,1090,Grimes-Hill Hospital,West Yvonneshire,Oregon,Pneumonia,Summer,291,66,262,141,127,20,57,24,Amoxicillin,Azithromycin,Cough Syrup,582,185.82,HIGH
2024-10-12,1079,"Ellis, Evans and Gonzalez Hospital",Antonioland,Georgia,COVID,Winter,478,94,354,298,136,30,110,73,Remdesivir,Paracetamol,Oxygen Support,956,118.79,HIGH
2024-10-13,1047,"Hill, Powell and Edwards Hospital",Brendaport,California,Pneumonia,Rainy,189,37,161,167,87,10,53,13,Amoxicillin,Azithromycin,Cough Syrup,378,96.41,HIGH
2024-10-14,1074,"Hughes, Anderson and Thomas Hospital",Jacobfort,Washington,Malaria,Winter,109,22,75,350,40,12,29,6,Chloroquine,Artemisinin,Primaquine,545,21.43,LOW
2024-10-15,1081,"Webster, Bailey and Webster Hospital",East Justin,Iowa,Typhoid,Rainy,303,75,286,589,108,21,84,38,Ciprofloxacin,Azithromycin,ORS,1515,48.56,LOW
2024-10-16,1071,"Lewis, Walters and Velasquez Hospital",Arnoldland,Iowa,Malaria,Summer,217,36,135,448,48,21,41,17,Chloroquine,Artemisinin,Primaquine,1085,30.13,LOW
2024-10-17,1028,Callahan PLC Hospital,West Jamesfort,Arkansas,Flu,Summer,376,44,258,515,137,23,58,15,Paracetamol,Azithromycin,Vitamin C,1504,50.1,LOW
2024-10-18,1041,Hanna Ltd Hospital,Aliciaville,Virginia,Flu,Rainy,384,55,287,535,179,33,102,29,Paracetamol,Azithromycin,Vitamin C,1536,53.64,LOW
2024-10-19,1038,"Walker, Walters and Wilson Hospital",South Cassandrachester,West Virginia,Typhoid,Winter,133,18,100,553,31,10,38,9,Ciprofloxacin,Azithromycin,ORS,532,18.08,LOW
2024-10-20,1014,"Hampton, Bailey and Frazier Hospital",West Sarahmouth,Mississippi,COVID,Summer,486,74,425,583,236,56,130,51,Remdesivir,Paracetamol,Oxygen Support,1944,72.9,MEDIUM
2024-10-21,1014,Adams and Sons Hospital,West Lisa,Florida,Flu,Rainy,246,46,160,462,52,20,68,28,Paracetamol,Azithromycin,Vitamin C,492,34.63,LOW
2024-10-22,1070,Garcia-Mendez Hospital,North Timothyland,Wyoming,Pneumonia,Winter,394,70,309,529,186,22,114,38,Amoxicillin,Azithromycin,Cough Syrup,788,58.41,LOW
2024-10-23,1100,"Baker, Hughes and Clark Hospital",New Shellyville,Mississippi,COVID,Winter,241,50,192,299,71,15,47,16,Remdesivir,Paracetamol,Oxygen Support,964,64.21,LOW
2024-10-24,1074,Little LLC Hospital,New Brianburgh,North Dakota,Typhoid,Rainy,296,72,274,215,124,31,49,30,Ciprofloxacin,Azithromycin,ORS,592,127.44,HIGH
2024-10-25,1051,Marsh PLC Hospital,New Shannontown,New Mexico,Flu,Summer,196,34,174,474,53,10,55,21,Paracetamol,Azithromycin,Vitamin C,392,36.71,LOW
2024-10-26,1039,"Peck, James and Rivers Hospital",Brianhaven,Rhode Island,COVID,Summer,292,37,269,283,58,29,68,14,Remdesivir,Paracetamol,Oxygen Support,1460,95.05,HIGH
2024-10-27,1013,Wright-Smith Hospital,Nathanbury,Ohio,Pneumonia,Winter,134,24,94,506,43,8,33,7,Amoxicillin,Azithromycin,Cough Syrup,536,18.58,LOW
2024-10-28,1094,"Carter, Faulkner and Savage Hospital",Brittneybury,Kansas,Typhoid,Rainy,277,36,232,592,87,29,80,20,Ciprofloxacin,Azithromycin,ORS,1385,39.19,LOW
2024-10-29,1055,"Escobar, Larsen and Ford Hospital",East Elizabethton,Pennsylvania,Pneumonia,Summer,93,22,71,400,26,10,25,8,Amoxicillin,Azithromycin,Cough Syrup,279,17.75,LOW
2024-10-30,1004,Ford-Lopez Hospital,East Tammy,Oregon,Flu,Winter,75,9,62,542,19,3,20,5,Paracetamol,Azithromycin,Vitamin C,300,11.44,LOW
2024-10-31,1074,"Brock, Aguilar and Norton Hospital",Bradfordmouth,New Jersey,Malaria,Summer,71,16,65,598,15,5,21,8,Chloroquine,Artemisinin,Primaquine,213,10.87,LOW
2024-11-01,1053,Ellison-Garcia Hospital,Port Tonyaland,Indiana,Flu,Rainy,237,25,185,237,64,26,46,12,Paracetamol,Azithromycin,Vitamin C,948,78.06,MEDIUM
2024-11-02,1061,Waters-Williams Hospital,Royport,Indiana,Pneumonia,Rainy,440,79,291,257,174,32,75,62,Amoxicillin,Azithromycin,Cough Syrup,2200,113.23,HIGH
2024-11-03,1020,"Butler, Miller and Daugherty Hospital",South Derekfort,Maryland,Typhoid,Summer,354,81,256,253,132,24,67,59,Ciprofloxacin,Azithromycin,ORS,1770,101.19,HIGH
2024-11-04,1100,Walters-Lyons Hospital,Alexanderton,Virginia,Malaria,Winter,339,32,265,551,124,19,85,16,Chloroquine,Artemisinin,Primaquine,1695,48.09,LOW
2024-11-05,1005,"Fitzgerald, Nelson and Howell Hospital",Cunninghammouth,Mississippi,Pneumonia,Winter,438,39,401,309,91,38,66,22,Amoxicillin,Azithromycin,Cough Syrup,1752,129.77,HIGH
2024-11-06,1073,Le PLC Hospital,Wadefort,Mississippi,Pneumonia,Rainy,244,41,171,526,59,13,60,17,Amoxicillin,Azithromycin,Cough Syrup,1220,32.51,LOW
2024-11-07,1002,"Ellis, Lowery and Arnold Hospital",North Sarahton,Indiana,COVID,Rainy,302,60,204,454,63,31,70,44,Remdesivir,Paracetamol,Oxygen Support,906,44.93,LOW
2024-11-08,1066,York-Cline Hospital,Stephenshaven,Maine,Dengue,Winter,238,26,172,369,67,16,57,18,ORS,Platelets,Paracetamol,476,46.61,LOW
2024-11-09,1020,"Mason, Grant and Chan Hospital",South Christopher,Oklahoma,COVID,Summer,65,8,56,404,17,4,10,5,Remdesivir,Paracetamol,Oxygen Support,130,13.86,LOW
2024-11-10,1008,Miller and Sons Hospital,North Susan,Iowa,Flu,Summer,141,32,131,195,61,10,25,16,Paracetamol,Azithromycin,Vitamin C,282,67.18,MEDIUM
2024-11-11,1030,"Brewer, Ortiz and Sheppard Hospital",East Brandyhaven,North Dakota,Malaria,Rainy,331,73,293,438,164,28,96,35,Chloroquine,Artemisinin,Primaquine,1655,66.89,MEDIUM
2024-11-12,1002,Gallagher Ltd Hospital,Williamsburgh,Mississippi,COVID,Rainy,124,12,82,244,52,12,30,9,Remdesivir,Paracetamol,Oxygen Support,496,33.61,LOW
2024-11-13,1099,Rivera PLC Hospital,West Christophermouth,Ohio,Dengue,Summer,401,84,358,169,142,35,101,52,ORS,Platelets,Paracetamol,1203,211.83,HIGH
2024-11-14,1025,"Clark, Morris and Allen Hospital",East Ericland,Nebraska,Pneumonia,Rainy,486,71,413,355,174,47,74,23,Amoxicillin,Azithromycin,Cough Syrup,1944,116.34,HIGH
2024-11-15,1026,"Krause, Kim and Hester Hospital",East Christopherside,Montana,Malaria,Rainy,329,66,207,189,156,21,73,31,Chloroquine,Artemisinin,Primaquine,658,109.52,HIGH
2024-11-16,1036,"Jackson, Miller and Lester Hospital",Ryanburgh,Oregon,COVID,Summer,86,7,79,213,21,5,21,4,Remdesivir,Paracetamol,Oxygen Support,258,37.09,LOW
2024-11-17,1062,"Christian, Rose and Hurley Hospital",Marcusport,Connecticut,Typhoid,Winter,321,45,225,579,128,19,87,17,Ciprofloxacin,Azithromycin,ORS,1284,38.86,LOW
2024-11-18,1090,"Jenkins, Golden and Wright Hospital",Marychester,South Carolina,Pneumonia,Rainy,187,22,158,347,82,13,43,14,Amoxicillin,Azithromycin,Cough Syrup,561,45.53,LOW
2024-11-19,1091,Powell-Roberson Hospital,Port Gina,Tennessee,Malaria,Winter,385,95,266,444,130,25,106,57,Chloroquine,Artemisinin,Primaquine,1155,59.91,LOW
2024-11-20,1073,Hall-Lawrence Hospital,Port Briannafort,Minnesota,Dengue,Winter,493,42,451,107,117,47,113,24,ORS,Platelets,Paracetamol,2465,421.5,HIGH
2024-11-21,1067,Marks-Manning Hospital,South Keithstad,Kansas,Typhoid,Rainy,498,103,381,523,107,59,129,72,Ciprofloxacin,Azithromycin,ORS,1992,72.85,MEDIUM
2024-11-22,1089,Gonzalez LLC Hospital,Morganhaven,Maryland,Typhoid,Winter,170,21,142,562,59,9,41,6,Ciprofloxacin,Azithromycin,ORS,850,25.27,LOW
2024-11-23,1038,"Brown, Myers and Barker Hospital",Hendersonview,South Carolina,Malaria,Rainy,444,68,328,486,115,35,123,47,Chloroquine,Artemisinin,Primaquine,2220,67.49,MEDIUM
2024-11-24,1086,Richardson-Warner Hospital,Port Kristin,Wyoming,COVID,Summer,444,67,326,355,143,25,128,31,Remdesivir,Paracetamol,Oxygen Support,1332,91.83,HIGH
2024-11-25,1043,"Myers, Jacobs and Garcia Hospital",Lake Daleton,Oregon,Malaria,Winter,59,5,39,360,25,6,14,1,Chloroquine,Artemisinin,Primaquine,177,10.83,LOW
2024-11-26,1062,Gill Group Hospital,Goodwinshire,Idaho,COVID,Rainy,348,59,230,129,81,30,82,34,Remdesivir,Paracetamol,Oxygen Support,1740,178.29,HIGH
2024-11-27,1090,Clark PLC Hospital,West Marioborough,Kentucky,Dengue,Summer,303,26,230,477,149,32,90,12,ORS,Platelets,Paracetamol,909,48.22,LOW
2024-11-28,1006,Johnson PLC Hospital,Port Beverly,Minnesota,Malaria,Winter,393,69,291,509,103,21,74,41,Chloroquine,Artemisinin,Primaquine,786,57.17,LOW
2024-11-29,1064,"Mills, Sanchez and Roberts Hospital",Lake Michaelshire,Illinois,Pneumonia,Summer,431,85,290,353,144,44,79,55,Amoxicillin,Azithromycin,Cough Syrup,2155,82.15,MEDIUM
2024-11-30,1078,"Thomas, Rodriguez and Chavez Hospital",Caitlinstad,Alaska,Pneumonia,Winter,178,16,150,288,87,12,41,9,Amoxicillin,Azithromycin,Cough Syrup,890,52.08,LOW
2024-12-01,1041,"White, Martin and Anderson Hospital",Cruzview,Arizona,Malaria,Summer,186,23,140,530,38,22,40,7,Chloroquine,Artemisinin,Primaquine,930,26.42,LOW
2024-12-02,1046,Phillips Ltd Hospital,East Andrea,New Jersey,Flu,Summer,314,26,212,146,98,17,60,15,Paracetamol,Azithromycin,Vitamin C,1256,145.21,HIGH
2024-12-03,1068,Cervantes-Harvey Hospital,South Debraborough,Oregon,COVID,Rainy,462,87,404,486,149,46,89,41,Remdesivir,Paracetamol,Oxygen Support,1386,83.13,MEDIUM
2024-12-04,1054,Black PLC Hospital,New Jamie,Montana,Flu,Rainy,252,57,162,468,86,19,70,38,Paracetamol,Azithromycin,Vitamin C,504,34.62,LOW
2024-12-05,1095,Perry-Miller Hospital,Kevinside,North Dakota,COVID,Winter,104,19,80,174,37,9,16,12,Remdesivir,Paracetamol,Oxygen Support,208,45.98,LOW
2024-12-06,1098,Hancock-Koch Hospital,South Jeremiahtown,Maine,Flu,Rainy,86,11,69,445,26,4,19,5,Paracetamol,Azithromycin,Vitamin C,258,15.51,LOW
2024-12-07,1085,Silva Inc Hospital,Torreston,Alaska,Malaria,Winter,344,58,300,184,90,40,79,41,Chloroquine,Artemisinin,Primaquine,1376,163.04,HIGH
2024-12-08,1050,"Phillips, Evans and Giles Hospital",Huynhbury,New Hampshire,Flu,Rainy,352,69,234,256,154,40,94,54,Paracetamol,Azithromycin,Vitamin C,1760,91.41,HIGH
2024-12-09,1009,"Weaver, Anderson and Rogers Hospital",Lake Kerrystad,Maryland,Dengue,Summer,324,67,265,453,141,17,65,27,ORS,Platelets,Paracetamol,972,58.5,LOW
2024-12-10,1072,"Nguyen, Dunn and Flores Hospital",East Davidton,Vermont,Pneumonia,Summer,76,12,67,540,30,9,11,9,Amoxicillin,Azithromycin,Cough Syrup,228,12.41,LOW
2024-12-11,1007,Russell Group Hospital,South Heather,Utah,Dengue,Rainy,420,103,255,448,209,36,114,57,ORS,Platelets,Paracetamol,840,56.92,LOW
2024-12-12,1019,Murillo-Banks Hospital,North Lisa,Washington,COVID,Rainy,57,12,36,225,16,6,13,7,Remdesivir,Paracetamol,Oxygen Support,228,16.0,LOW
2024-12-13,1084,Payne and Sons Hospital,Michaelfort,Vermont,Flu,Rainy,93,15,69,472,43,7,14,6,Paracetamol,Azithromycin,Vitamin C,372,14.62,LOW
2024-12-14,1084,Garcia PLC Hospital,Edwardport,Washington,Malaria,Winter,375,34,280,174,113,21,98,19,Chloroquine,Artemisinin,Primaquine,1875,160.92,HIGH
2024-12-15,1035,"Wilkins, King and Kline Hospital",Lake Cynthia,New Mexico,Typhoid,Rainy,379,47,246,204,117,34,88,34,Ciprofloxacin,Azithromycin,ORS,1895,120.59,HIGH
2024-12-16,1055,Dennis-Smith Hospital,Maryfort,North Dakota,Typhoid,Winter,152,32,113,227,58,7,34,16,Ciprofloxacin,Azithromycin,ORS,304,49.78,LOW
2024-12-17,1071,"Anderson, Anderson and Sullivan Hospital",Adrianstad,North Carolina,Typhoid,Winter,73,14,54,222,32,8,21,10,Ciprofloxacin,Azithromycin,ORS,146,24.32,LOW
2024-12-18,1025,"Davis, Mcgee and Gibson Hospital",Huntville,Vermont,Pneumonia,Rainy,472,99,400,265,154,34,140,42,Amoxicillin,Azithromycin,Cough Syrup,2360,150.94,HIGH
2024-12-19,1053,Casey LLC Hospital,South Robertbury,Missouri,COVID,Winter,497,115,421,285,231,58,118,54,Remdesivir,Paracetamol,Oxygen Support,1491,147.72,HIGH
2024-12-20,1044,Henson Inc Hospital,Allenborough,Texas,Typhoid,Summer,133,19,102,558,33,12,28,7,Ciprofloxacin,Azithromycin,ORS,532,18.28,LOW
2024-12-21,1088,Watkins PLC Hospital,North Juliaborough,Vermont,Pneumonia,Summer,147,35,121,120,65,16,24,27,Amoxicillin,Azithromycin,Cough Syrup,588,100.83,HIGH
2024-12-22,1044,Price PLC Hospital,New Katelyn,Louisiana,COVID,Summer,452,64,370,335,167,34,81,45,Remdesivir,Paracetamol,Oxygen Support,2260,110.45,HIGH
2024-12-23,1075,Rosales PLC Hospital,Matthewstad,New Hampshire,Malaria,Summer,119,23,101,535,49,6,26,18,Chloroquine,Artemisinin,Primaquine,238,18.88,LOW
2024-12-24,1064,"Marsh, Fields and Paul Hospital",Evanstown,Tennessee,Flu,Winter,485,49,457,581,180,48,88,32,Paracetamol,Azithromycin,Vitamin C,1940,78.66,MEDIUM
2024-12-25,1077,Valencia-Delgado Hospital,West Steven,Arizona,COVID,Summer,342,57,313,538,160,34,98,23,Remdesivir,Paracetamol,Oxygen Support,1026,58.18,LOW
2024-12-26,1093,Hicks LLC Hospital,South Michaelton,South Dakota,Typhoid,Winter,497,70,446,202,115,53,86,33,Ciprofloxacin,Azithromycin,ORS,2485,220.79,HIGH
2024-12-27,1098,"Chavez, Sanchez and Smith Hospital",Loriberg,Maryland,Flu,Summer,213,20,131,410,72,14,35,6,Paracetamol,Azithromycin,Vitamin C,1065,31.95,LOW
2024-12-28,1052,Smith Ltd Hospital,Robertsbury,Ohio,Pneumonia,Winter,279,42,247,516,98,17,62,21,Amoxicillin,Azithromycin,Cough Syrup,1116,47.87,LOW
2024-12-29,1006,Wilcox LLC Hospital,West Brian,Delaware,Typhoid,Winter,302,71,193,523,122,16,74,40,Ciprofloxacin,Azithromycin,ORS,1208,36.9,LOW
2024-12-30,1033,Williams Ltd Hospital,Kirbyberg,Idaho,Dengue,Winter,59,13,41,338,16,3,12,4,ORS,Platelets,Paracetamol,118,12.13,LOW
2024-01-01,1047,"Duran, Mason and Fuentes Hospital",Donborough,Arizona,Malaria,Summer,124,24,109,316,50,8,32,7,Chloroquine,Artemisinin,Primaquine,372,34.49,LOW
2024-01-02,1022,Caldwell-Henderson Hospital,Solomonville,Louisiana,Typhoid,Winter,81,11,51,105,30,5,18,6,Ciprofloxacin,Azithromycin,ORS,405,48.57,LOW
2024-01-03,1076,Nguyen Inc Hospital,South Tanyaport,Michigan,COVID,Summer,175,23,155,218,66,14,47,7,Remdesivir,Paracetamol,Oxygen Support,350,71.1,MEDIUM
2024-01-04,1013,"Gutierrez, Mcbride and Roth Hospital",New Rachel,New Jersey,Typhoid,Rainy,384,76,313,338,145,30,69,46,Ciprofloxacin,Azithromycin,ORS,1536,92.6,HIGH
2024-01-05,1004,Harris Ltd Hospital,West Richardland,Arkansas,COVID,Rainy,164,28,129,211,75,15,44,12,Remdesivir,Paracetamol,Oxygen Support,492,61.14,LOW
2024-01-06,1055,"Keith, Peterson and Curtis Hospital",Butlerfort,Alaska,Pneumonia,Summer,495,61,381,511,128,52,127,27,Amoxicillin,Azithromycin,Cough Syrup,990,74.56,MEDIUM
2024-01-07,1011,Brown-Walker Hospital,Lisaport,New Hampshire,Malaria,Summer,387,64,357,249,96,28,103,21,Chloroquine,Artemisinin,Primaquine,1548,143.37,HIGH
2024-01-08,1062,Briggs Ltd Hospital,South Tonya,Oklahoma,Dengue,Rainy,338,51,290,485,88,35,81,16,ORS,Platelets,Paracetamol,1690,59.79,LOW
2024-01-09,1006,"Dougherty, Hopkins and Fernandez Hospital",West Jennifer,South Carolina,COVID,Winter,265,61,159,158,55,14,69,30,Remdesivir,Paracetamol,Oxygen Support,1060,100.63,HIGH
2024-01-10,1082,Mccarthy-Gomez Hospital,New Maureenbury,Georgia,Malaria,Winter,396,56,295,529,139,20,93,24,Chloroquine,Artemisinin,Primaquine,1980,55.77,LOW
2024-01-11,1095,"Watson, Serrano and Conrad Hospital",Walkerport,Missouri,Malaria,Winter,350,52,316,139,163,41,81,41,Chloroquine,Artemisinin,Primaquine,700,227.34,HIGH
2024-01-12,1066,"Bush, Davidson and Porter Hospital",Robertmouth,Alaska,Pneumonia,Rainy,145,26,119,382,54,15,21,20,Amoxicillin,Azithromycin,Cough Syrup,725,31.15,LOW
2024-01-13,1095,"Parrish, Rodgers and Little Hospital",Nathanmouth,Tennessee,Flu,Rainy,245,32,214,142,93,12,49,18,Paracetamol,Azithromycin,Vitamin C,735,150.7,HIGH
2024-01-14,1025,"Thomas, Fitzgerald and Turner Hospital",North Mark,Connecticut,Dengue,Winter,374,41,244,242,166,44,59,31,ORS,Platelets,Paracetamol,1870,100.83,HIGH
2024-01-15,1078,Smith-Ellis Hospital,Maryfurt,New Mexico,Dengue,Summer,367,60,293,600,163,25,78,28,ORS,Platelets,Paracetamol,734,48.83,LOW
2024-01-16,1085,"Nolan, Graham and Reilly Hospital",North Lynn,Texas,Typhoid,Winter,141,19,85,316,70,10,41,11,Ciprofloxacin,Azithromycin,ORS,282,26.9,LOW
2024-01-17,1004,Ruiz LLC Hospital,Cameronmouth,Kansas,Pneumonia,Winter,188,39,157,501,72,13,52,12,Amoxicillin,Azithromycin,Cough Syrup,940,31.34,LOW
2024-01-18,1047,Pierce-Lane Hospital,Port Dianahaven,North Dakota,Dengue,Summer,186,16,154,118,45,14,46,8,ORS,Platelets,Paracetamol,744,130.51,HIGH
2024-01-19,1043,"Carter, Reid and Walker Hospital",Sherristad,New Mexico,Malaria,Rainy,225,55,175,545,49,22,41,23,Chloroquine,Artemisinin,Primaquine,675,32.11,LOW
2024-01-20,1066,"Smith, Meyer and Shaw Hospital",New Elizabethton,Utah,Dengue,Winter,209,24,172,553,89,12,56,8,ORS,Platelets,Paracetamol,418,31.1,LOW
2024-01-21,1042,Jones Ltd Hospital,Mooreborough,Montana,COVID,Summer,295,56,263,258,71,27,46,34,Remdesivir,Paracetamol,Oxygen Support,1475,101.94,HIGH
2024-01-22,1061,Owens and Sons Hospital,Smithstad,Arizona,COVID,Winter,221,34,170,537,90,12,47,22,Remdesivir,Paracetamol,Oxygen Support,663,31.66,LOW
