Date,Hospital_ID,Hospital_Name,City,State,Disease_Type,Season,Patient_Count,ICU_Required,Beds_Required,Available_Beds,Oxygen_Cylinders_Required,Doctors_Required,Nurses_Required,Ventilators_Required,Medicine_1,Medicine_2,Medicine_3,Medicine_Units_Required,Occupancy_Rate,Emergency_Level
2024-10-21,1014,Adams and Sons Hospital,West Lisa,Florida,2,0,246,46,160,462,52,20,68,28,Paracetamol,Azithromycin,Vitamin C,492,34.63,1
2024-10-22,1070,Garcia-Mendez Hospital,North Timothyland,Wyoming,4,2,394,70,309,529,186,22,114,38,Amoxicillin,Azithromycin,Cough Syrup,788,58.41,1
2024-10-23,1100,"Baker, Hughes and Clark Hospital",New Shellyville,Mississippi,0,2,241,50,192,299,71,15,47,16,Remdesivir,Paracetamol,Oxygen Support,964,64.21,1
2024-10-24,1074,Little LLC Hospital,New Brianburgh,North Dakota,5,0,296,72,274,215,124,31,49,30,Ciprofloxacin,Azithromycin,ORS,592,127.44,0
2024-10-25,1051,Marsh PLC Hospital,New Shannontown,New Mexico,2,1,196,34,174,474,53,10,55,21,Paracetamol,Azithromycin,Vitamin C,392,36.71,1
2024-10-26,1039,"Peck, James and Rivers Hospital",Brianhaven,Rhode Island,0,1,292,37,269,283,58,29,68,14,Remdesivir,Paracetamol,Oxygen Support,1460,95.05,0
2024-10-27,1013,Wright-Smith Hospital,Nathanbury,Ohio,4,2,134,24,94,506,43,8,33,7,Amoxicillin,Azithromycin,Cough Syrup,536,18.58,1
2024-10-28,1094,"Carter, Faulkner and Savage Hospital",Brittneybury,Kansas,5,0,277,36,232,592,87,29,80,20,Ciprofloxacin,Azithromycin,ORS,1385,39.19,1
2024-10-29,1055,"Escobar, Larsen and Ford Hospital",East Elizabethton,Pennsylvania,4,1,93,22,71,400,26,10,25,8,Amoxicillin,Azithromycin,Cough Syrup,279,17.75,1
2024-10-30,1004,Ford-Lopez Hospital,East Tammy,Oregon,2,2,75,9,62,542,19,3,20,5,Paracetamol,Azithromycin,Vitamin C,300,11.44,1
2024-10-31,1074,"Brock, Aguilar and Norton Hospital",Bradfordmouth,New Jersey,3,1,71,16,65,598,15,5,21,8,Chloroquine,Artemisinin,Primaquine,213,10.87,1
2024-11-01,1053,Ellison-Garcia Hospital,Port Tonyaland,Indiana,2,0,237,25,185,237,64,26,46,12,Paracetamol,Azithromycin,Vitamin C,948,78.06,2
2024-11-02,1061,Waters-Williams Hospital,Royport,Indiana,4,0,440,79,291,257,174,32,75,62,Amoxicillin,Azithromycin,Cough Syrup,2200,113.23,0
2024-11-03,1020,"Butler, Miller and Daugherty Hospital",South Derekfort,Maryland,5,1,354,81,256,253,132,24,67,59,Ciprofloxacin,Azithromycin,ORS,1770,101.19,0
2024-11-04,1100,Walters-Lyons Hospital,Alexanderton,Virginia,3,2,339,32,265,551,124,19,85,16,Chloroquine,Artemisinin,Primaquine,1695,48.09,1
2024-11-05,1005,"Fitzgerald, Nelson and Howell Hospital",Cunninghammouth,Mississippi,4,2,438,39,401,309,91,38,66,22,Amoxicillin,Azithromycin,Cough Syrup,1752,129.77,0
2024-11-06,1073,Le PLC Hospital,Wadefort,Mississippi,4,0,244,41,171,526,59,13,60,17,Amoxicillin,Azithromycin,Cough Syrup,1220,32.51,1
2024-11-07,1002,"Ellis, Lowery and Arnold Hospital",North Sarahton,Indiana,0,0,302,60,204,454,63,31,70,44,Remdesivir,Paracetamol,Oxygen Support,906,44.93,1
2024-11-08,1066,York-Cline Hospital,Stephenshaven,Maine,1,2,238,26,172,369,67,16,57,18,ORS,Platelets,Paracetamol,476,46.61,1
2024-11-09,1020,"Mason, Grant and Chan Hospital",South Christopher,Oklahoma,0,1,65,8,56,404,17,4,10,5,Remdesivir,Paracetamol,Oxygen Support,130,13.86,1
2024-11-10,1008,Miller and Sons Hospital,North Susan,Iowa,2,1,141,32,131,195,61,10,25,16,Paracetamol,Azithromycin,Vitamin C,282,67.18,2
2024-11-11,1030,"Brewer, Ortiz and Sheppard Hospital",East Brandyhaven,North Dakota,3,0,331,73,293,438,164,28,96,35,Chloroquine,Artemisinin,Primaquine,1655,66.89,2
2024-11-12,1002,Gallagher Ltd Hospital,Williamsburgh,Mississippi,0,0,124,12,82,244,52,12,30,9,Remdesivir,Paracetamol,Oxygen Support,496,33.61,1
2024-11-13,1099,Rivera PLC Hospital,West Christophermouth,Ohio,1,1,401,84,358,169,142,35,101,52,ORS,Platelets,Paracetamol,1203,211.83,0
2024-11-14,1025,"Clark, Morris and Allen Hospital",East Ericland,Nebraska,4,0,486,71,413,355,174,47,74,23,Amoxicillin,Azithromycin,Cough Syrup,1944,116.34,0
2024-11-15,1026,"Krause, Kim and Hester Hospital",East Christopherside,Montana,3,0,329,66,207,189,156,21,73,31,Chloroquine,Artemisinin,Primaquine,658,109.52,0
2024-11-16,1036,"Jackson, Miller and Lester Hospital",Ryanburgh,Oregon,0,1,86,7,79,213,21,5,21,4,Remdesivir,Paracetamol,Oxygen Support,258,37.09,1
2024-11-17,1062,"Christian, Rose and Hurley Hospital",Marcusport,Connecticut,5,2,321,45,225,579,128,19,87,17,Ciprofloxacin,Azithromycin,ORS,1284,38.86,1
2024-11-18,1090,"Jenkins, Golden and Wright Hospital",Marychester,South Carolina,4,0,187,22,158,347,82,13,43,14,Amoxicillin,Azithromycin,Cough Syrup,561,45.53,1
2024-11-19,1091,Powell-Roberson Hospital,Port Gina,Tennessee,3,2,385,95,266,444,130,25,106,57,Chloroquine,Artemisinin,Primaquine,1155,59.91,1
2024-11-20,1073,Hall-Lawrence Hospital,Port Briannafort,Minnesota,1,2,493,42,451,107,117,47,113,24,ORS,Platelets,Paracetamol,2465,421.5,0
2024-11-21,1067,Marks-Manning Hospital,South Keithstad,Kansas,5,0,498,103,381,523,107,59,129,72,Ciprofloxacin,Azithromycin,ORS,1992,72.85,2
2024-11-22,1089,Gonzalez LLC Hospital,Morganhaven,Maryland,5,2,170,21,142,562,59,9,41,6,Ciprofloxacin,Azithromycin,ORS,850,25.27,1
2024-11-23,1038,"Brown, Myers and Barker Hospital",Hendersonview,South Carolina,3,0,444,68,328,486,115,35,123,47,Chloroquine,Artemisinin,Primaquine,2220,67.49,2
2024-11-24,1086,Richardson-Warner Hospital,Port Kristin,Wyoming,0,1,444,67,326,355,143,25,128,31,Remdesivir,Paracetamol,Oxygen Support,1332,91.83,0
2024-11-25,1043,"Myers, Jacobs and Garcia Hospital",Lake Daleton,Oregon,3,2,59,5,39,360,25,6,14,1,Chloroquine,Artemisinin,Primaquine,177,10.83,1
2024-11-26,1062,Gill Group Hospital,Goodwinshire,Idaho,0,0,348,59,230,129,81,30,82,34,Remdesivir,Paracetamol,Oxygen Support,1740,178.29,0
2024-11-27,1090,Clark PLC Hospital,West Marioborough,Kentucky,1,1,303,26,230,477,149,32,90,12,ORS,Platelets,Paracetamol,909,48.22,1
2024-11-28,1006,Johnson PLC Hospital,Port Beverly,Minnesota,3,2,393,69,291,509,103,21,74,41,Chloroquine,Artemisinin,Primaquine,786,57.17,1
2024-11-29,1064,"Mills, Sanchez and Roberts Hospital",Lake Michaelshire,Illinois,4,1,431,85,290,353,144,44,79,55,Amoxicillin,Azithromycin,Cough Syrup,2155,82.15,2
2024-11-30,1078,"Thomas, Rodriguez and Chavez Hospital",Caitlinstad,Alaska,4,2,178,16,150,288,87,12,41,9,Amoxicillin,Azithromycin,Cough Syrup,890,52.08,1
2024-12-01,1041,"White, Martin and Anderson Hospital",Cruzview,Arizona,3,1,186,23,140,530,38,22,40,7,Chloroquine,Artemisinin,Primaquine,930,26.42,1
2024-12-02,1046,Phillips Ltd Hospital,East Andrea,New Jersey,2,1,314,26,212,146,98,17,60,15,Paracetamol,Azithromycin,Vitamin C,1256,145.21,0
2024-12-03,1068,Cervantes-Harvey Hospital,South Debraborough,Oregon,0,0,462,87,404,486,149,46,89,41,Remdesivir,Paracetamol,Oxygen Support,1386,83.13,2
2024-12-04,1054,Black PLC Hospital,New Jamie,Montana,2,0,252,57,162,468,86,19,70,38,Paracetamol,Azithromycin,Vitamin C,504,34.62,1
2024-12-05,1095,Perry-Miller Hospital,Kevinside,North Dakota,0,2,104,19,80,174,37,9,16,12,Remdesivir,Paracetamol,Oxygen Support,208,45.98,1
2024-12-06,1098,Hancock-Koch Hospital,South Jeremiahtown,Maine,2,0,86,11,69,445,26,4,19,5,Paracetamol,Azithromycin,Vitamin C,258,15.51,1
2024-12-07,1085,Silva Inc Hospital,Torreston,Alaska,3,2,344,58,300,184,90,40,79,41,Chloroquine,Artemisinin,Primaquine,1376,163.04,0
2024-12-08,1050,"Phillips, Evans and Giles Hospital",Huynhbury,New Hampshire,2,0,352,69,234,256,154,40,94,54,Paracetamol,Azithromycin,Vitamin C,1760,91.41,0
2024-12-09,1009,"Weaver, Anderson and Rogers Hospital",Lake Kerrystad,Maryland,1,1,324,67,265,453,141,17,65,27,ORS,Platelets,Paracetamol,972,58.5,1
2024-12-10,1072,"Nguyen, Dunn and Flores Hospital",East Davidton,Vermont,4,1,76,12,67,540,30,9,11,9,Amoxicillin,Azithromycin,Cough Syrup,228,12.41,1
2024-12-11,1007,Russell Group Hospital,South Heather,Utah,1,0,420,103,255,448,209,36,114,57,ORS,Platelets,Paracetamol,840,56.92,1
2024-12-12,1019,Murillo-Banks Hospital,North Lisa,Washington,0,0,57,12,36,225,16,6,13,7,Remdesivir,Paracetamol,Oxygen Support,228,16.0,1
2024-12-13,1084,Payne and Sons Hospital,Michaelfort,Vermont,2,0,93,15,69,472,43,7,14,6,Paracetamol,Azithromycin,Vitamin C,372,14.62,1
2024-12-14,1084,Garcia PLC Hospital,Edwardport,Washington,3,2,375,34,280,174,113,21,98,19,Chloroquine,Artemisinin,Primaquine,1875,160.92,0
2024-12-15,1035,"Wilkins, King and Kline Hospital",Lake Cynthia,New Mexico,5,0,379,47,246,204,117,34,88,34,Ciprofloxacin,Azithromycin,ORS,1895,120.59,0
2024-12-16,1055,Dennis-Smith Hospital,Maryfort,North Dakota,5,2,152,32,113,227,58,7,34,16,Ciprofloxacin,Azithromycin,ORS,304,49.78,1
2024-12-17,1071,"Anderson, Anderson and Sullivan Hospital",Adrianstad,North Carolina,5,2,73,14,54,222,32,8,21,10,Ciprofloxacin,Azithromycin,ORS,146,24.32,1
2024-12-18,1025,"Davis, Mcgee and Gibson Hospital",Huntville,Vermont,4,0,472,99,400,265,154,34,140,42,Amoxicillin,Azithromycin,Cough Syrup,2360,150.94,0
2024-12-19,1053,Casey LLC Hospital,South Robertbury,Missouri,0,2,497,115,421,285,231,58,118,54,Remdesivir,Paracetamol,Oxygen Support,1491,147.72,0
2024-12-20,1044,Henson Inc Hospital,Allenborough,Texas,5,1,133,19,102,558,33,12,28,7,Ciprofloxacin,Azithromycin,ORS,532,18.28,1
2024-12-21,1088,Watkins PLC Hospital,North Juliaborough,Vermont,4,1,147,35,121,120,65,16,24,27,Amoxicillin,Azithromycin,Cough Syrup,588,100.83,0
2024-12-22,1044,Price PLC Hospital,New Katelyn,Louisiana,0,1,452,64,370,335,167,34,81,45,Remdesivir,Paracetamol,Oxygen Support,2260,110.45,0
2024-12-23,1075,Rosales PLC Hospital,Matthewstad,New Hampshire,3,1,119,23,101,535,49,6,26,18,Chloroquine,Artemisinin,Primaquine,238,18.88,1
2024-12-24,1064,"Marsh, Fields and Paul Hospital",Evanstown,Tennessee,2,2,485,49,457,581,180,48,88,32,Paracetamol,Azithromycin,Vitamin C,1940,78.66,2
2024-12-25,1077,Valencia-Delgado Hospital,West Steven,Arizona,0,1,342,57,313,538,160,34,98,23,Remdesivir,Paracetamol,Oxygen Support,1026,58.18,1
2024-12-26,1093,Hicks LLC Hospital,South Michaelton,South Dakota,5,2,497,70,446,202,115,53,86,33,Ciprofloxacin,Azithromycin,ORS,2485,220.79,0
2024-12-27,1098,"Chavez, Sanchez and Smith Hospital",Loriberg,Maryland,2,1,213,20,131,410,72,14,35,6,Paracetamol,Azithromycin,Vitamin C,1065,31.95,1
2024-12-28,1052,Smith Ltd Hospital,Robertsbury,Ohio,4,2,279,42,247,516,98,17,62,21,Amoxicillin,Azithromycin,Cough Syrup,1116,47.87,1
2024-12-29,1006,Wilcox LLC Hospital,West Brian,Delaware,5,2,302,71,193,523,122,16,74,40,Ciprofloxacin,Azithromycin,ORS,1208,36.9,1
2024-12-30,1033,Williams Ltd Hospital,Kirbyberg,Idaho,1,2,59,13,41,338,16,3,12,4,ORS,Platelets,Paracetamol,118,12.13,1
2024-01-01,1047,"Duran, Mason and Fuentes Hospital",Donborough,Arizona,3,1,124,24,109,316,50,8,32,7,Chloroquine,Artemisinin,Primaquine,372,34.49,1
2024-01-02,1022,Caldwell-Henderson Hospital,Solomonville,Louisiana,5,2,81,11,51,105,30,5,18,6,Ciprofloxacin,Azithromycin,ORS,405,48.57,1
2024-01-03,1076,Nguyen Inc Hospital,South Tanyaport,Michigan,0,1,175,23,155,218,66,14,47,7,Remdesivir,Paracetamol,Oxygen Support,350,71.1,2
2024-01-04,1013,"Gutierrez, Mcbride and Roth Hospital",New Rachel,New Jersey,5,0,384,76,313,338,145,30,69,46,Ciprofloxacin,Azithromycin,ORS,1536,92.6,0
2024-01-05,1004,Harris Ltd Hospital,West Richardland,Arkansas,0,0,164,28,129,211,75,15,44,12,Remdesivir,Paracetamol,Oxygen Support,492,61.14,1
2024-01-06,1055,"Keith, Peterson and Curtis Hospital",Butlerfort,Alaska,4,1,495,61,381,511,128,52,127,27,Amoxicillin,Azithromycin,Cough Syrup,990,74.56,2
2024-01-07,1011,Brown-Walker Hospital,Lisaport,New Hampshire,3,1,387,64,357,249,96,28,103,21,Chloroquine,Artemisinin,Primaquine,1548,143.37,0
2024-01-08,1062,Briggs Ltd Hospital,South Tonya,Oklahoma,1,0,338,51,290,485,88,35,81,16,ORS,Platelets,Paracetamol,1690,59.79,1
2024-01-09,1006,"Dougherty, Hopkins and Fernandez Hospital",West Jennifer,South Carolina,0,2,265,61,159,158,55,14,69,30,Remdesivir,Paracetamol,Oxygen Support,1060,100.63,0
2024-01-10,1082,Mccarthy-Gomez Hospital,New Maureenbury,Georgia,3,2,396,56,295,529,139,20,93,24,Chloroquine,Artemisinin,Primaquine,1980,55.77,1
2024-01-11,1095,"Watson, Serrano and Conrad Hospital",Walkerport,Missouri,3,2,350,52,316,139,163,41,81,41,Chloroquine,Artemisinin,Primaquine,700,227.34,0
2024-01-12,1066,"Bush, Davidson and Porter Hospital",Robertmouth,Alaska,4,0,145,26,119,382,54,15,21,20,Amoxicillin,Azithromycin,Cough Syrup,725,31.15,1
2024-01-13,1095,"Parrish, Rodgers and Little Hospital",Nathanmouth,Tennessee,2,0,245,32,214,142,93,12,49,18,Paracetamol,Azithromycin,Vitamin C,735,150.7,0
2024-01-14,1025,"Thomas, Fitzgerald and Turner Hospital",North Mark,Connecticut,1,2,374,41,244,242,166,44,59,31,ORS,Platelets,Paracetamol,1870,100.83,0
2024-01-15,1078,Smith-Ellis Hospital,Maryfurt,New Mexico,1,1,367,60,293,600,163,25,78,28,ORS,Platelets,Paracetamol,734,48.83,1
2024-01-16,1085,"Nolan, Graham and Reilly Hospital",North Lynn,Texas,5,2,141,19,85,316,70,10,41,11,Ciprofloxacin,Azithromycin,ORS,282,26.9,1
2024-01-17,1004,Ruiz LLC Hospital,Cameronmouth,Kansas,4,2,188,39,157,501,72,13,52,12,Amoxicillin,Azithromycin,Cough Syrup,940,31.34,1
2024-01-18,1047,Pierce-Lane Hospital,Port Dianahaven,North Dakota,1,1,186,16,154,118,45,14,46,8,ORS,Platelets,Paracetamol,744,130.51,0
2024-01-19,1043,"Carter, Reid and Walker Hospital",Sherristad,New Mexico,3,0,225,55,175,545,49,22,41,23,Chloroquine,Artemisinin,Primaquine,675,32.11,1
2024-01-20,1066,"Smith, Meyer and Shaw Hospital",New Elizabethton,Utah,1,2,209,24,172,553,89,12,56,8,ORS,Platelets,Paracetamol,418,31.1,1
2024-01-21,1042,Jones Ltd Hospital,Mooreborough,Montana,0,1,295,56,263,258,71,27,46,34,Remdesivir,Paracetamol,Oxygen Support,1475,101.94,0
2024-01-22,1061,Owens and Sons Hospital,Smithstad,Arizona,0,2,221,34,170,537,90,12,47,22,Remdesivir,Paracetamol,Oxygen Support,663,31.66,1
2024-01-23,1050,"Clark, Rogers and Ruiz Hospital",North Kevinmouth,Hawaii,0,1,248,42,166,587,79,20,44,18,Remdesivir,Paracetamol,Oxygen Support,496,28.28,1
2024-01-24,1082,Bell-Watson Hospital,Lake David,New York,1,1,175,15,155,218,84,11,38,9,ORS,Platelets,Paracetamol,875,71.1,2
2024-01-25,1059,Perez-Cole Hospital,East Davidshire,Louisiana,5,2,110,17,88,261,33,12,26,12,Ciprofloxacin,Azithromycin,ORS,220,33.72,1
2024-01-26,1100,"Johnson, Perez and Conway Hospital",Jameston,North Carolina,5,1,94,22,74,410,27,8,21,13,Ciprofloxacin,Azithromycin,ORS,470,18.05,1
2024-01-27,1092,White-Pierce Hospital,East Amanda,Delaware,4,0,295,56,250,511,60,33,56,26,Amoxicillin,Azithromycin,Cough Syrup,1475,48.92,1
2024-01-28,1034,Martin-Carr Hospital,Emilyside,New Jersey,0,0,460,48,303,488,118,30,137,17,Remdesivir,Paracetamol,Oxygen Support,1380,62.09,1
2024-01-29,1011,Richardson-Wood Hospital,Lake Charlesside,Alaska,1,0,399,94,299,450,146,24,74,41,ORS,Platelets,Paracetamol,798,66.44,2
2024-01-30,1095,James-Howell Hospital,Robertton,Missouri,3,0,66,9,41,344,16,3,15,6,Chloroquine,Artemisinin,Primaquine,198,11.92,1
2024-01-31,1081,"Conner, Mckinney and Cruz Hospital",Bushmouth,North Carolina,0,2,482,47,372,482,98,54,121,34,Remdesivir,Paracetamol,Oxygen Support,1446,77.18,2
2024-02-01,1091,Nelson Group Hospital,Michaelside,Wyoming,1,2,384,50,292,299,113,30,105,22,ORS,Platelets,Paracetamol,1152,97.66,0
2024-02-02,1097,Barker Inc Hospital,Powellside,Kansas,4,0,155,22,133,399,51,15,34,15,Amoxicillin,Azithromycin,Cough Syrup,620,33.33,1
2024-02-03,1037,Moore-Gilmore Hospital,Port Stuart,Montana,3,2,302,59,208,551,88,19,76,23,Chloroquine,Artemisinin,Primaquine,906,37.75,1
2024-02-04,1049,"Marsh, Jones and Chambers Hospital",West Morgan,North Carolina,0,1,177,19,150,219,51,16,47,9,Remdesivir,Paracetamol,Oxygen Support,354,68.49,2
2024-02-05,1051,Jenkins LLC Hospital,Edwardschester,Kansas,2,2,405,99,252,315,174,35,69,60,Paracetamol,Azithromycin,Vitamin C,1215,80.0,2
2024-02-06,1032,"Day, Morris and Sandoval Hospital",South Gabrielaland,New York,5,2,409,82,324,182,84,45,110,26,Ciprofloxacin,Azithromycin,ORS,1227,178.02,0
2024-02-07,1070,Conner-Arias Hospital,Mcbrideside,Virginia,4,0,301,54,226,497,70,18,71,19,Amoxicillin,Azithromycin,Cough Syrup,602,45.47,1
2024-02-08,1091,Alvarez-Howe Hospital,New Jessica,Colorado,4,2,412,73,310,120,132,38,122,23,Amoxicillin,Azithromycin,Cough Syrup,1236,258.33,0
2024-02-09,1086,Campbell-Key Hospital,North Sheri,Illinois,3,0,250,20,175,391,93,27,74,8,Chloroquine,Artemisinin,Primaquine,1000,44.76,1
2024-02-10,1035,Klein-Arellano Hospital,Marshallshire,Iowa,1,1,256,26,201,177,79,22,48,11,ORS,Platelets,Paracetamol,768,113.56,0
2024-02-11,1040,Blackwell Group Hospital,East Dawn,New York,0,1,234,56,180,479,106,14,49,42,Remdesivir,Paracetamol,Oxygen Support,1170,37.58,1
2024-02-12,1097,Jones-Lin Hospital,Port Eric,Missouri,4,0,412,67,274,481,132,38,89,41,Amoxicillin,Azithromycin,Cough Syrup,1236,56.96,1
2024-02-13,1085,"Davidson, White and Spencer Hospital",Lake Jefferyfort,New York,3,2,134,23,116,348,40,14,24,11,Chloroquine,Artemisinin,Primaquine,536,33.33,1
2024-02-14,1016,"Caldwell, Kelly and Higgins Hospital",West Dustinberg,Maryland,0,1,401,62,282,202,187,42,81,41,Remdesivir,Paracetamol,Oxygen Support,802,139.6,0
2024-02-15,1086,Vincent Ltd Hospital,East Leslie,California,5,0,282,51,225,472,89,26,81,31,Ciprofloxacin,Azithromycin,ORS,846,47.67,1
2024-02-16,1025,"Wright, Wallace and Martin Hospital",North Scott,Washington,4,1,403,95,377,581,99,20,76,72,Amoxicillin,Azithromycin,Cough Syrup,1612,64.89,1
2024-02-17,1085,Bennett and Sons Hospital,Hopkinsborough,Louisiana,5,2,59,9,37,215,27,5,12,4,Ciprofloxacin,Azithromycin,ORS,236,17.21,1
2024-02-18,1047,Bennett-Lee Hospital,East Judyview,Kansas,3,1,200,24,182,460,94,22,34,8,Chloroquine,Artemisinin,Primaquine,400,39.57,1
2024-02-19,1085,"Alvarado, Mcknight and Fletcher Hospital",Loribury,Montana,5,0,94,15,61,216,28,8,20,5,Ciprofloxacin,Azithromycin,ORS,282,28.24,1
2024-02-20,1027,Joyce-Mitchell Hospital,New Jonathantown,Wisconsin,5,1,353,79,246,400,131,18,63,35,Ciprofloxacin,Azithromycin,ORS,1059,61.5,1
2024-02-21,1099,"Johnson, Gallagher and Craig Hospital",Nathanside,Alabama,3,2,148,17,136,474,65,8,29,7,Chloroquine,Artemisinin,Primaquine,740,28.69,1
2024-02-22,1091,Williams Inc Hospital,South James,Nevada,4,0,106,25,84,370,50,5,29,11,Amoxicillin,Azithromycin,Cough Syrup,424,22.7,1
2024-02-23,1049,"Johnson, Davenport and Graham Hospital",Port Thomas,Arizona,1,2,165,30,146,223,47,15,41,9,ORS,Platelets,Paracetamol,660,65.47,2
2024-02-24,1099,Jones-Edwards Hospital,Gamblestad,North Dakota,3,2,80,16,69,239,21,4,21,12,Chloroquine,Artemisinin,Primaquine,400,28.87,1
2024-02-25,1095,Horton Group Hospital,Lake Kyle,New Hampshire,4,2,354,84,221,151,101,35,77,52,Amoxicillin,Azithromycin,Cough Syrup,708,146.36,0
2024-02-26,1075,Adams LLC Hospital,East Bradleyview,Idaho,2,0,224,39,157,146,55,25,60,23,Paracetamol,Azithromycin,Vitamin C,896,107.53,0
2024-02-27,1072,Ferguson PLC Hospital,Port Michael,Montana,4,2,173,31,139,307,65,20,42,22,Amoxicillin,Azithromycin,Cough Syrup,865,45.28,1
2024-02-28,1044,"Cook, Morton and Gay Hospital",Rodriguezberg,Maine,5,1,445,109,288,242,211,49,127,73,Ciprofloxacin,Azithromycin,ORS,2225,119.01,0
2024-02-29,1071,"Hall, Kennedy and Williams Hospital",New Danielleland,Maine,0,0,420,48,342,178,96,35,89,18,Remdesivir,Paracetamol,Oxygen Support,840,192.13,0
2024-03-01,1100,Duncan PLC Hospital,Smithbury,South Dakota,4,2,329,64,287,413,94,25,93,41,Amoxicillin,Azithromycin,Cough Syrup,658,69.49,2
2024-03-02,1047,Cummings Group Hospital,Pamland,New York,2,0,443,74,322,502,104,31,72,26,Paracetamol,Azithromycin,Vitamin C,886,64.14,1
2024-03-03,1033,Summers Group Hospital,West Taylor,California,5,0,210,22,183,265,89,18,42,7,Ciprofloxacin,Azithromycin,ORS,1050,69.06,2
2024-03-04,1030,"Carpenter, Schultz and Flores Hospital",Port Anthony,Wyoming,2,2,384,39,307,138,156,39,82,19,Paracetamol,Azithromycin,Vitamin C,1152,222.46,0
2024-03-05,1097,Evans-Bowman Hospital,Lake Angel,Indiana,0,2,232,20,192,413,105,23,48,8,Remdesivir,Paracetamol,Oxygen Support,1160,46.49,1
2024-03-06,1029,Allen-Moore Hospital,Graceborough,Nevada,1,2,199,33,154,145,49,11,30,17,ORS,Platelets,Paracetamol,995,106.21,0
2024-03-07,1036,English-Gomez Hospital,New Derrick,Alabama,3,0,414,42,349,253,103,24,113,24,Chloroquine,Artemisinin,Primaquine,2070,137.94,0
2024-03-08,1038,"Mcneil, Moyer and Le Hospital",Lake Caroline,Maryland,2,2,62,13,44,437,12,6,18,10,Paracetamol,Azithromycin,Vitamin C,310,10.07,1
2024-03-09,1030,Colon-Kim Hospital,New Jennifer,Virginia,2,1,121,11,85,520,53,13,28,4,Paracetamol,Azithromycin,Vitamin C,484,16.35,1
2024-03-10,1047,Holmes-Ruiz Hospital,Meyerfurt,Ohio,5,2,354,77,244,421,77,30,79,43,Ciprofloxacin,Azithromycin,ORS,708,57.96,1
2024-03-11,1086,Hanna-Vaughn Hospital,Edwardsborough,Nebraska,3,2,158,37,113,329,68,8,44,29,Chloroquine,Artemisinin,Primaquine,316,34.35,1
2024-03-12,1081,"Taylor, Ramsey and Gonzalez Hospital",West Mistyhaven,Maine,2,0,494,62,429,441,224,43,97,19,Paracetamol,Azithromycin,Vitamin C,1976,97.28,0
2024-03-13,1021,Velez and Sons Hospital,Josephchester,Idaho,1,0,379,50,257,295,104,21,87,23,ORS,Platelets,Paracetamol,758,87.12,0
2024-03-14,1000,Hansen-Martinez Hospital,Jimmyhaven,Georgia,1,0,248,30,171,303,59,17,61,21,ORS,Platelets,Paracetamol,992,56.44,1
2024-03-15,1046,Morgan-Robinson Hospital,North Jamesville,Maryland,0,1,251,58,199,469,73,14,68,24,Remdesivir,Paracetamol,Oxygen Support,753,42.43,1
2024-03-16,1069,Burnett-Gibbs Hospital,Scottton,Wyoming,0,1,264,51,220,105,107,17,56,28,Remdesivir,Paracetamol,Oxygen Support,528,209.52,0
2024-03-17,1025,Gonzales Ltd Hospital,New David,Ohio,4,1,175,26,110,371,60,13,26,17,Amoxicillin,Azithromycin,Cough Syrup,525,29.65,1
2024-03-18,1016,Taylor-Davila Hospital,Stanleyhaven,Arizona,2,0,369,73,315,373,84,41,73,49,Paracetamol,Azithromycin,Vitamin C,1107,84.45,2
2024-03-19,1013,Harrison-Garcia Hospital,East Beverlyfurt,North Dakota,0,1,232,34,180,121,107,18,40,18,Remdesivir,Paracetamol,Oxygen Support,1160,148.76,0
2024-03-20,1084,Bean LLC Hospital,New Manuel,Arizona,0,0,279,34,221,318,88,20,68,16,Remdesivir,Paracetamol,Oxygen Support,558,69.5,2
2024-03-21,1081,"Wells, Rodriguez and Banks Hospital",West Carolview,New Hampshire,1,0,402,94,339,127,118,27,72,52,ORS,Platelets,Paracetamol,2010,266.93,0
2024-03-22,1046,"Brown, Harris and Fuller Hospital",Randallview,Wisconsin,3,1,284,67,212,195,93,30,60,28,Chloroquine,Artemisinin,Primaquine,568,108.72,0
2024-03-23,1041,Sullivan-Lamb Hospital,Dawnmouth,Nevada,5,1,84,7,54,566,28,7,20,3,Ciprofloxacin,Azithromycin,ORS,252,9.54,1
2024-03-24,1021,Benson Ltd Hospital,Michaelhaven,Arizona,5,0,336,72,258,284,86,29,69,45,Ciprofloxacin,Azithromycin,ORS,672,90.85,0
2024-03-25,1067,Cruz-Moreno Hospital,North Jameschester,New Hampshire,3,2,239,43,208,202,52,22,42,30,Chloroquine,Artemisinin,Primaquine,717,102.97,0
2024-03-26,1078,"Aguilar, Palmer and Pace Hospital",South Carolview,Montana,3,2,227,56,205,446,101,15,40,42,Chloroquine,Artemisinin,Primaquine,1135,45.96,1
2024-03-27,1077,Sanchez Inc Hospital,Lake Joannabury,Hawaii,2,0,199,37,137,464,52,21,33,13,Paracetamol,Azithromycin,Vitamin C,597,29.53,1
2024-03-28,1011,Guzman-Faulkner Hospital,East Davidburgh,South Dakota,4,0,139,17,122,186,34,9,24,7,Amoxicillin,Azithromycin,Cough Syrup,695,65.59,2
2024-03-29,1038,Williams-James Hospital,South Aliciaside,Michigan,2,0,494,69,361,379,208,42,108,23,Paracetamol,Azithromycin,Vitamin C,1976,95.25,0
